STAT_ID,Latitude,Longitude,k600,pco2,avg_temp_air,kco2,fco2_gm2
100120,42.19203378,-73.39066859,6.295732746255922,661.5,7.21,8.990361634877564,728.2287771987454
100121,42.1748119,-73.23288657,6.607552086000112,468.9,6.72,9.578216190308533,251.91536181921802
100123,42.0956469,-73.27177927,6.811166588083815,2791.7,6.93,9.81005625584026,6448.903164226579
100126,42.04648113,-73.3117822,6.589643719544508,7133.9,7.07,9.450427348320453,16992.77822559717
100127,42.0531476,-73.32594909,6.3196374938453275,7395.5,7.09,9.057660669630394,16898.282065756735
100128,41.66287171,-73.55929253,6.267159351286679,946.3,8.22,8.67867536335222,1378.9995074396338
100129,41.59314993,-73.44956685,6.203934459533542,538.5,7.49,8.783884207969626,409.17655151392904
100130,41.45648375,-73.3959536,6.767101277613229,2670.4,9.29,9.073600872941425,5221.399658930212
100131,41.54981744,-73.32984029,6.853693316056251,361.1,8.06,9.537055633258868,-48.81382034413737
100133,41.48065137,-73.22455868,6.805974715424075,6172.8,8.93,9.224912451051521,13101.937151824986
100137,41.1798189,-73.21900219,6.244688539145255,2043,10.35,8.112934119337234,3184.53226397756
100139,41.17815184,-73.38011893,7.000827532203768,1197,9.93,9.20931519983384,1818.3325324657424
100142,41.15120745,-73.44317623,7.676894798189824,870.7,9.82,10.131772257101458,1229.7631741131615
100143,41.06565239,-73.54929022,6.755206275713199,10747.6,10.04,8.857204050015438,21684.889975870567
100148,40.75009823,-73.1476133,6.320087299795375,667.1,11.07,8.038691929118942,539.4632645622937
100149,40.70426602,-73.31400818,6.405399619052574,1682.6,11.08,8.144817399309494,2446.42406950572
100150,40.70871049,-73.32845305,6.336505212934522,1188.2,11.12,8.047784961911448,1503.1863805534165
100151,40.68398882,-73.35123181,6.316949106821728,4731.6,11.4,7.957607215834373,7841.535711247294
100156,43.97297222,-74.32841667,6.199999999999999,2014.4,3.96,9.786585354057124,4719.561465138821
100161,43.89200694,-74.0154181,6.398782685729387,258.4,4.17,10.034819317093293,-365.30483783190283
100162,43.31895998,-73.84428934,8.960255249883904,1060.1,5.02,13.68686929380247,2657.4638172552395
100163,43.304793600000004,-73.83290014,6.23570144456869,864.3,5.21,9.469318076035872,1295.4550469391263
100164,43.10146518,-73.43150142,7.0406473975291775,516.2,6.54,10.262532812918645,424.9804392687256
100166,42.74119101,-73.21260724,6.451034696126623,438.9,6.37,9.452321515598195,174.2627061351007
100167,42.76396763,-73.33733273,6.500835245968759,383.9,6.73,9.42063249821827,10.40724875416691
100171,42.7886889,-73.67400692,6.199999999999999,915.6,6.05,9.174330593043415,1373.7889696371133
100173,43.39645738,-74.85932379,6.259697959629392,1630.5,4.19,9.810618159447879,3565.413499332557
100174,42.97757143,-74.81903821,6.208214325821345,760.2,6.77,8.98555983934448,1030.162906487363
100175,43.0147934,-74.77931483,6.2963734183763265,937.7,6.28,9.251257232038187,1604.3135693309032
100176,43.179792140000004,-74.69625909,7.431504784614557,1982,5.16,11.302671914203668,5071.508248754209
100177,43.00507148,-74.72931298,7.00922842621728,762.8,6.93,10.095322773564805,1106.9010379850681
100178,42.99868279,-74.69958972,6.8338362220449795,868.2,6.59,9.945810227421402,1404.6916578863
100179,43.00812725,-74.67486683,9.081527486455897,814.8,6.82,13.124173343377421,1644.684463019049
100180,42.9678501,-74.6276428,6.376543192255781,756.6,6.47,9.314520852407806,1031.8669867453298
100181,42.92812817,-74.66014366,6.950473697592621,1011.3,7.27,9.907162911620684,1779.109007516475
100182,42.8453513,-74.65097628,6.484483339782145,1516.8,7.01,9.31669802584957,3024.9656038381636
100183,42.80007407,-74.61653043,8.2653818564071,3678.4,6.6,12.02555909873032,11071.917707452403
100184,42.8467403,-74.60291911,6.231366821063688,1536,7.09,8.931146165924332,2902.0450971782257
100185,42.84479593,-74.57930719,6.704046010862122,3994.5,7.3,9.547156267519945,9408.59341189867
100187,42.85257378,-74.52374981,7.933706018723846,701.5,7.01,11.398894766039854,1109.0367015936845
100188,42.95035137,-74.36902391,6.199999999999999,920.6,6.41,9.073339153666074,1395.2500595959957
100189,42.47174422,-74.4607016,7.82432696107853,1566.3,6,11.595730341764112,3796.09644259424
100190,42.58813155,-74.33624956,6.5335005138850875,662.6,6.48,9.540866025516515,782.2509200581476
100191,42.67868655,-74.25402071,15.281886433791104,930.9,6.74,22.138833883862702,3572.4390102588477
100192,42.66813081,-74.52152985,6.686182959430049,1021,6.56,9.739880997550117,1811.126467641431
100193,42.7609082,-74.25540651,6.533698770299232,783.6,6.35,9.579328990610176,1117.0804614996898
100195,42.78368832,-73.85678888,6.548636910449186,1414.8,8.38,9.024637745601838,2539.4687911373994
100196,42.79174386,-73.84734422,6.906224289677752,456,8.38,9.517426795302809,237.49037466366903
100199,42.66341258,-73.74623133,7.210497059579293,1450.5,8.55,9.885809779432662,2900.366816865764
100200,42.53841347,-73.82762395,6.5792293301205085,1677.3,7.84,9.21651237486028,3248.4210514821657
100202,42.33064078,-73.74401198,6.581321665972855,551.5,7.52,9.309692473122912,502.9358608806301
100204,42.4045257,-74.15152654,7.722855514686053,666.7,6.46,11.284607991142858,916.8735692393823
